Seq,Rank,School_url,College,Town,Wiki,Web,Summary
917,358,/reviews/6034.htm,New Mexico Institute of Mining and Technology,Socorro,https://en.wikipedia.org/wiki/New_Mexico_Institute_of_Mining_and_Technology,http://www.nmt.edu,"Established in 1889,  New Mexico Institute of Mining and Technology is a non-profit public state higher-education institution located in the rural setting of the medium town of Socorro (population range of 2,500-9,999 inhabitants), New Mexico.   Officially accredited by the Higher Learning Commission, New Mexico Institute of Mining and Technology (NMT) is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution. New Mexico Institute of Mining and Technology (NMT) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 131 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 20-30% making this US higher education organization a very selective institution. International applicants are eligible to apply for enrollment.  NMT also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
918,154,/reviews/6035.htm,New Mexico State University,Las Cruces,https://en.wikipedia.org/wiki/New_Mexico_State_University,https://www.nmsu.edu,"Founded in 1888,  New Mexico State University is a non-profit public state higher-education institution located in the suburban setting of the small city of Las Cruces (population range of 50,000-249,999 inhabitants), New Mexico.   Officially accredited by the Higher Learning Commission, New Mexico State University (NMSU) is a large (uniRank enrollment range: 15,000-19,999 students) coeducational US higher education institution. New Mexico State University (NMSU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 132 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  NMSU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
919,1518,/reviews/6115.htm,New York Academy of Art,New York City,https://en.wikipedia.org/wiki/New_York_Academy_of_Art,https://nyaa.edu,"Founded in 1982,  New York Academy of Art is a non-profit private specialized higher-education institution located in the urban setting of the large metropolis of New York City (population range of over 5,000,000 inhabitants), New York.   Officially accredited by the New York State Board of Regents, New York Academy of Art (NYAA) is a very small (uniRank enrollment range: under-250 students) coeducational US higher education institution. New York Academy of Art (NYAA) offers courses and programs leading to officially recognized higher education degrees such as master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 38 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.  NYAA also provides several academic and non-academic facilities and services to students including a library,  financial aids and/or scholarships,  as well as administrative services."
920,1338,/reviews/6065.htm,"New York City College of Technology, CUNY",Brooklyn,https://en.wikipedia.org/wiki/New_York_City_College_of_Technology,http://www.citytech.cuny.edu,"Founded in 1946,  New York City College of Technology, CUNY is a non-profit public state higher-education institution located in the urban setting of the metropolis of Brooklyn (population range of 1,000,000-5,000,000 inhabitants), New York.   Officially accredited by the Middle States Commission on Higher Education, New York City College of Technology, CUNY (NYCCT) is a large (uniRank enrollment range: 20,000-24,999 students) coeducational US higher education institution. New York City College of Technology, CUNY (NYCCT) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 74 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  NYCCT also provides several academic and non-academic facilities and services to students including a library,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
921,1543,/reviews/6117.htm,New York College of Podiatric Medicine,New York City,https://en.wikipedia.org/wiki/New_York_College_of_Podiatric_Medicine,https://www.nycpm.edu,"Founded in 1911,  New York College of Podiatric Medicine is a non-profit private specialized higher-education institution located in the urban setting of the large metropolis of New York City (population range of over 5,000,000 inhabitants), New York.   Officially accredited by the Council on Podiatric Medical Education, New York College of Podiatric Medicine (NYCPM) is a very small (uniRank enrollment range: 250-499 students) coeducational US higher education institution. New York College of Podiatric Medicine (NYCPM) offers courses and programs leading to officially recognized higher education degrees such as doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. International students are welcome to apply for enrollment.  NYCPM also provides several academic and non-academic facilities and services to students including a library,  housing,  financial aids and/or scholarships,  as well as administrative services."
922,568,/reviews/6118.htm,New York Institute of Technology,Old Westbury ...,https://en.wikipedia.org/wiki/New_York_Institute_of_Technology,https://www.nyit.edu,"Established in 1955,  New York Institute of Technology is a non-profit private higher-education institution located in the suburban setting of the medium town of Old Westbury (population range of 2,500-9,999 inhabitants), New York.  This institution also has a branch campus in Manhattan. Officially accredited by the Middle States Commission on Higher Education, New York Institute of Technology (NYIT) is a medium-sized (uniRank enrollment range: 8,000-8,999 students) coeducational US higher education institution. New York Institute of Technology (NYIT) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 65 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 70-80% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.  NYIT also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
923,671,/reviews/6119.htm,New York Law School,New York City,https://en.wikipedia.org/wiki/New_York_Law_School,https://www.nyls.edu,"Founded in 1891,  New York Law School is a non-profit private specialized higher-education institution located in the urban setting of the large metropolis of New York City (population range of over 5,000,000 inhabitants), New York.   Officially accredited by the American Bar Association, Council of the Section of Legal Education and Admissions to the Bar, New York Law School (NYLS) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution. New York Law School (NYLS) offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 129 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.  NYLS also provides several academic and non-academic facilities and services to students including a library,  housing,  financial aids and/or scholarships,  study abroad and exchange programs,  as well as administrative services."
924,1029,/reviews/6120.htm,New York Medical College,Valhalla,https://en.wikipedia.org/wiki/New_York_Medical_College,https://www.nymc.edu,"Established in 1860,  New York Medical College is a non-profit private specialized higher-education institution located in the suburban setting of the medium town of Valhalla (population range of 2,500-9,999 inhabitants), New York.   Officially accredited by the Middle States Commission on Higher Education, New York Medical College (NYMC) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Jewish religion. New York Medical College (NYMC) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. International applicants are eligible to apply for enrollment.  NYMC also provides several academic and non-academic facilities and services to students including a library,  housing,  financial aids and/or scholarships,  online courses and distance learning opportunities,  as well as administrative services."
925,1589,/reviews/6121.htm,New York School of Interior Design,New York City,,https://www.nysid.edu,"Founded in 1916,  New York School of Interior Design is a non-profit private specialized higher-education institution located in the urban setting of the large metropolis of New York City (population range of over 5,000,000 inhabitants), New York.   Officially accredited by the Middle States Commission on Higher Education, New York School of Interior Design (NYSID) is a very small (uniRank enrollment range: 500-999 students) coeducational US higher education institution. New York School of Interior Design (NYSID) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 104 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 20-30% making this US higher education organization a very selective institution. International students are welcome to apply for enrollment.  NYSID also provides several academic and non-academic facilities and services to students including a library,  housing,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
926,15,/reviews/6122.htm,New York University,New York City ...,https://en.wikipedia.org/wiki/New_York_University,https://www.nyu.edu,"Established in 1831,  New York University is a non-profit private higher-education institution located in the urban setting of the large metropolis of New York City (population range of over 5,000,000 inhabitants), New York.  This institution also has branch campuses in the following locations: Abu Dhabi, Shanghai. Officially accredited by the Middle States Commission on Higher Education, New York University (NYU) is a very large (uniRank enrollment range: over-45,000 students) coeducational US higher education institution. New York University (NYU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 189 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 20-30% making this US higher education organization a very selective institution. International applicants are eligible to apply for enrollment.  NYU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
927,1358,/reviews/6555.htm,Newberry College,Newberry,https://en.wikipedia.org/wiki/Newberry_College,https://www.newberry.edu,"Founded in 1856,  Newberry College is a non-profit private multidisciplinary higher-education institution located in the rural setting of the large town of Newberry (population range of 10,000-49,999 inhabitants), South Carolina.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Newberry College  is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Lutheran religion. Newberry College offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 164 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  Newberry College also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
928,1316,/reviews/5577.htm,Newman University,Wichita ...,"https://en.wikipedia.org/wiki/Newman_University,_Wichita",https://newmanu.edu,"Founded in 1933,  Newman University is a non-profit private higher-education institution located in the urban setting of the medium city of Wichita (population range of 250,000-499,999 inhabitants), Kansas.  This institution also has branch campuses in the following locations: Dodge City, Colorado Springs. Officially accredited by the Higher Learning Commission, Newman University (NU) is a small (uniRank enrollment range: 4,000-4,999 students) coeducational US higher education institution formally affiliated with the Christian-Catholic religion. Newman University (NU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 87 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  NU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
929,1349,/reviews/16874.htm,NewSchool of Architecture and Design,San Diego,https://en.wikipedia.org/wiki/NewSchool_of_Architecture_and_Design,https://newschoolarch.edu,"Established in 1980,  NewSchool of Architecture and Design is a for-profit private specialized higher-education institution located in the urban setting of the metropolis of San Diego (population range of 1,000,000-5,000,000 inhabitants), California.   Officially accredited by the WASC Senior College and University Commission, NewSchool of Architecture and Design  is a very small (uniRank enrollment range: 500-999 students) coeducational US higher education institution. NewSchool of Architecture and Design offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 40 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  NewSchool of Architecture and Design also provides several academic and non-academic facilities and services to students including a library,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
930,739,/reviews/6123.htm,Niagara University,Niagara University,https://en.wikipedia.org/wiki/Niagara_University,https://www.niagara.edu,"Founded in 1856,  Niagara University is a non-profit private higher-education institution located in the suburban setting of the large town of Niagara University (population range of 10,000-49,999 inhabitants), New York.   Officially accredited by the Middle States Commission on Higher Education, Niagara University (NU) is a small (uniRank enrollment range: 4,000-4,999 students) coeducational US higher education institution formally affiliated with the Christian-Catholic religion. Niagara University (NU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 164 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  NU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
931,1050,/reviews/5626.htm,Nicholls State University,Thibodaux,https://en.wikipedia.org/wiki/Nicholls_State_University,https://www.nicholls.edu,"Established in 1948,  Nicholls State University is a non-profit public state higher-education institution located in the suburban setting of the large town of Thibodaux (population range of 10,000-49,999 inhabitants), Louisiana.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Nicholls State University  is a medium-sized (uniRank enrollment range: 7,000-7,999 students) coeducational US higher education institution. Nicholls State University offers courses and programs leading to officially recognized higher education degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 72 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  Nicholls State University also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
932,1125,/reviews/5739.htm,Nichols College,Dudley,https://en.wikipedia.org/wiki/Nichols_College,https://www.nichols.edu,"Founded in 1815,  Nichols College is a non-profit private specialized higher-education institution located in the suburban setting of the large town of Dudley (population range of 10,000-49,999 inhabitants), Massachusetts.   Officially accredited by the New England Commission of Higher Education, Nichols College (Nichols) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution. Nichols College (Nichols) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 205 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 80-90% making this US higher education organization a least selective institution. International students are welcome to apply for enrollment.  Nichols also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
933,796,/reviews/6788.htm,Norfolk State University,Norfolk,https://en.wikipedia.org/wiki/Norfolk_State_University,https://www.nsu.edu,"Established in 1935,  Norfolk State University is a non-profit public state higher-education institution located in the urban setting of the small city of Norfolk (population range of 50,000-249,999 inhabitants), Virginia.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, Norfolk State University (NSU) is a small (uniRank enrollment range: 5,000-5,999 students) coeducational US higher education institution. Norfolk State University (NSU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 85 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  NSU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
934,406,/reviews/6232.htm,North Carolina Agricultural and Technical State University,Greensboro,https://en.wikipedia.org/wiki/North_Carolina_Agricultural_and_Technical_State_University,https://www.ncat.edu,"Established in 1891,  North Carolina Agricultural and Technical State University is a non-profit public state higher-education institution located in the urban setting of the medium city of Greensboro (population range of 250,000-499,999 inhabitants), North Carolina.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, North Carolina Agricultural and Technical State University (NCAT) is a large (uniRank enrollment range: 10,000-14,999 students) coeducational US higher education institution. North Carolina Agricultural and Technical State University (NCAT) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 129 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.  NCAT also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
935,549,/reviews/6233.htm,North Carolina Central University,Durham,https://en.wikipedia.org/wiki/North_Carolina_Central_University,https://www.nccu.edu,"Founded in 1910,  North Carolina Central University is a non-profit public state higher-education institution located in the urban setting of the small city of Durham (population range of 50,000-249,999 inhabitants), North Carolina.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, North Carolina Central University (NCCU) is a medium-sized (uniRank enrollment range: 9,000-9,999 students) coeducational US higher education institution. North Carolina Central University (NCCU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 110 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.  NCCU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
936,42,/reviews/6235.htm,North Carolina State University,Raleigh,https://en.wikipedia.org/wiki/North_Carolina_State_University,https://www.ncsu.edu,"Founded in 1887,  North Carolina State University is a non-profit public state higher-education institution located in the urban setting of the medium city of Raleigh (population range of 250,000-499,999 inhabitants), North Carolina.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, North Carolina State University (NCSU) is a very large (uniRank enrollment range: 35,000-39,999 students) coeducational US higher education institution. North Carolina State University (NCSU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 133 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.  NCSU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
937,1047,/reviews/6236.htm,North Carolina Wesleyan College,Rocky Mount ...,https://en.wikipedia.org/wiki/North_Carolina_Wesleyan_College,https://ncwc.edu,"Established in 1956,  North Carolina Wesleyan College is a non-profit private multidisciplinary higher-education institution located in the urban setting of the small city of Rocky Mount (population range of 50,000-249,999 inhabitants), North Carolina.  This institution also has branch campuses in the following locations: Raleigh, Goldsboro. Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, North Carolina Wesleyan College (NCWC) is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution formally affiliated with the Christian-Methodist religion. North Carolina Wesleyan College (NCWC) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 64 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.  NCWC also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
938,845,/reviews/5438.htm,North Central College,Naperville ...,https://en.wikipedia.org/wiki/North_Central_College,https://www.northcentralcollege.edu,"Established in 1861,  North Central College is a non-profit private higher-education institution located in the urban setting of the small city of Naperville (population range of 50,000-249,999 inhabitants), Illinois.  This institution also has a branch campus in Chicago. Officially accredited by the Higher Learning Commission, North Central College (NCC) is a small (uniRank enrollment range: 3,000-3,999 students) coeducational US higher education institution formally affiliated with the Christian-Methodist religion. North Central College (NCC) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 159 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  NCC also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
939,1524,/reviews/5852.htm,North Central University,Minneapolis,https://en.wikipedia.org/wiki/North_Central_University,https://www.northcentral.edu,"Established in 1930,  North Central University is a non-profit private multidisciplinary higher-education institution located in the urban setting of the medium city of Minneapolis (population range of 250,000-499,999 inhabitants), Minnesota.   Officially accredited by the Higher Learning Commission, North Central University (NCU) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational US higher education institution formally affiliated with the Christian-Pentecostal religion. North Central University (NCU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 90 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  NCU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
940,234,/reviews/6262.htm,North Dakota State University,Fargo,https://en.wikipedia.org/wiki/North_Dakota_State_University,https://www.ndsu.edu,"Established in 1890,  North Dakota State University is a non-profit public state higher-education institution located in the urban setting of the small city of Fargo (population range of 50,000-249,999 inhabitants), North Dakota.   Officially accredited by the Higher Learning Commission, North Dakota State University (NDSU) is a large (uniRank enrollment range: 15,000-19,999 students) coeducational US higher education institution. North Dakota State University (NDSU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 130 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  NDSU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
941,1299,/reviews/6556.htm,North Greenville University,Tigerville,https://en.wikipedia.org/wiki/North_Greenville_University,https://ngu.edu,"Established in 1892,  North Greenville University is a non-profit private higher-education institution located in the rural setting of the small town of Tigerville (population range of under 2,500 inhabitants), South Carolina.   Officially accredited by the Southern Association of Colleges and Schools Commission on Colleges, North Greenville University (NGU) is a small (uniRank enrollment range: 2,000-2,999 students) coeducational US higher education institution formally affiliated with the Christian-Baptist religion. North Greenville University (NGU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 128 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 60-70% making this US higher education organization a somewhat selective institution. International applicants are eligible to apply for enrollment.  NGU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
942,781,/reviews/5439.htm,North Park University,Chicago,https://en.wikipedia.org/wiki/North_Park_University,https://www.northpark.edu,"Founded in 1891,  North Park University is a non-profit private higher-education institution located in the urban setting of the metropolis of Chicago (population range of 1,000,000-5,000,000 inhabitants), Illinois.   Officially accredited by the Higher Learning Commission, North Park University  is a small (uniRank enrollment range: 3,000-3,999 students) coeducational US higher education institution formally affiliated with the Christian-Evangelical religion. North Park University offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 129 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 40-50% making this US higher education organization a averagely selective institution. International students are welcome to apply for enrollment.  North Park University also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
943,1270,/reviews/6316.htm,Northeast Ohio Medical University,Rootstown,https://en.wikipedia.org/wiki/Northeast_Ohio_Medical_University,https://www.neomed.edu,"Established in 1973,  Northeast Ohio Medical University is a non-profit public state specialized higher-education institution located in the suburban setting of the medium town of Rootstown (population range of 2,500-9,999 inhabitants), Ohio.   Officially accredited by the Higher Learning Commission, Northeast Ohio Medical University (NEOMED) is a very small (uniRank enrollment range: 500-999 students) coeducational US higher education institution. Northeast Ohio Medical University (NEOMED) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details.  NEOMED also provides several academic and non-academic facilities and services to students including a library,  financial aids and/or scholarships,  online courses and distance learning opportunities,  as well as administrative services."
944,561,/reviews/9102.htm,Northeastern Illinois University,Chicago,https://en.wikipedia.org/wiki/Northeastern_Illinois_University,https://www.neiu.edu,"Established in 1949,  Northeastern Illinois University is a non-profit public state higher-education institution located in the urban setting of the metropolis of Chicago (population range of 1,000,000-5,000,000 inhabitants), Illinois.   Officially accredited by the Higher Learning Commission, Northeastern Illinois University (NEIU) is a large (uniRank enrollment range: 10,000-14,999 students) coeducational US higher education institution. Northeastern Illinois University (NEIU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 71 years old US higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 50-60% making this US higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  NEIU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
945,676,/reviews/6360.htm,Northeastern State University,Tahlequah,https://en.wikipedia.org/wiki/Northeastern_State_University,https://www.nsuok.edu,"Established in 1851,  Northeastern State University is a non-profit public state higher-education institution located in the rural setting of the large town of Tahlequah (population range of 10,000-49,999 inhabitants), Oklahoma.   Officially accredited by the Higher Learning Commission, Northeastern State University (NSU) is a medium-sized (uniRank enrollment range: 9,000-9,999 students) coeducational US higher education institution. Northeastern State University (NSU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 169 years old US higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 90-100% making this US higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  NSU also provides several academic and non-academic facilities and services to students including a library,  housing,  sports facilities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services."
